asn,prefix,as_path
203760,1.2.0.0/16,42739 16265 32787 10753 1 1
199761,1.2.0.0/16,42739 16265 32787 10753 1 1
198518,1.2.0.0/16,42739 16265 32787 10753 1 1
197226,1.2.0.0/16,42739 16265 32787 10753 1 1
62213,1.2.0.0/16,42739 16265 32787 10753 1 1
49151,1.2.0.0/16,42739 16265 32787 10753 1 1
48183,1.2.0.0/16,42739 16265 32787 10753 1 1
34963,1.2.0.0/16,42739 16265 32787 10753 1 1
21376,1.2.0.0/16,42723 35320 20640 25418 1 1
202687,1.2.0.0/16,42708 20640 25418 1 1
199968,1.2.0.0/16,42708 20640 25418 1 1
62020,1.2.0.0/16,42708 20640 25418 1 1
61227,1.2.0.0/16,42708 20640 25418 1 1
60662,1.2.0.0/16,42708 20640 25418 1 1
60567,1.2.0.0/16,42708 20640 25418 1 1
51886,1.2.0.0/16,42708 20640 25418 1 1
50791,1.2.0.0/16,42708 20640 25418 1 1
50683,1.2.0.0/16,42708 20640 25418 1 1
50562,1.2.0.0/16,42708 20640 25418 1 1
39806,1.2.0.0/16,42708 20640 25418 1 1
31639,1.2.0.0/16,42708 20640 25418 1 1
132479,1.2.0.0/16,45458 45430 6453 25418 1 1
29602,1.2.0.0/16,42708 20640 25418 1 1
21227,1.2.0.0/16,42708 20640 25418 1 1
8769,1.2.0.0/16,42708 20640 25418 1 1
43101,1.2.0.0/16,42695 3549 10753 1 1
29024,1.2.0.0/16,42695 3549 10753 1 1
8949,1.2.0.0/16,42695 3549 10753 1 1
60795,1.2.0.0/16,42673 174 5738 10753 1 1
47229,1.2.0.0/16,42673 174 5738 10753 1 1
201370,1.2.0.0/16,42652 3549 10753 1 1
50332,1.2.0.0/16,42652 3549 10753 1 1
60170,1.2.0.0/16,42596 12389 4809 15412 15802 57187 43531 5738 10753 1 1
265321,1.2.0.0/16,262719 6939 13536 5738 10753 1 1
59567,1.2.0.0/16,42590 15377 20640 25418 1 1
50760,1.2.0.0/16,42583 8732 20640 25418 1 1
39767,1.2.0.0/16,42579 43531 5738 10753 1 1
135223,1.2.0.0/16,133275 9583 20640 25418 1 1
32346,1.2.0.0/16,42579 43531 5738 10753 1 1
47688,1.2.0.0/16,42575 6939 13536 5738 10753 1 1
197292,1.2.0.0/16,42574 20640 25418 1 1
47338,1.2.0.0/16,42574 20640 25418 1 1
201288,1.2.0.0/16,42555 3356 10753 1 1
60974,1.2.0.0/16,42555 3356 10753 1 1
59772,1.2.0.0/16,42555 3356 10753 1 1
56389,1.2.0.0/16,42555 3356 10753 1 1
44529,1.2.0.0/16,42555 3356 10753 1 1
41946,1.2.0.0/16,42555 3356 10753 1 1
61091,1.2.0.0/16,42549 8764 20640 25418 1 1
203953,1.2.0.0/16,42525 3549 10753 1 1
198141,1.2.0.0/16,42525 3549 10753 1 1
62121,1.2.0.0/16,42525 3549 10753 1 1
265454,1.2.0.0/16,28303 6939 13536 5738 10753 1 1
59700,1.2.0.0/16,42525 3549 10753 1 1
50783,1.2.0.0/16,42525 3549 10753 1 1
47239,1.2.0.0/16,42525 3549 10753 1 1
43220,1.2.0.0/16,42525 3549 10753 1 1
132016,1.2.0.0/16,43531 5738 10753 1 1
29139,1.2.0.0/16,42525 3549 10753 1 1
25352,1.2.0.0/16,42525 3549 10753 1 1
24800,1.2.0.0/16,42525 3549 10753 1 1
21198,1.2.0.0/16,42525 3549 10753 1 1
42051,1.2.0.0/16,42510 21219 20640 25418 1 1
51421,1.2.0.0/16,42473 20640 25418 1 1
15498,1.2.0.0/16,42473 20640 25418 1 1
50135,1.2.0.0/16,42456 20640 25418 1 1
13116,1.2.0.0/16,42437 9002 286 25418 1 1
51866,1.2.0.0/16,42430 39728 9002 286 25418 1 1
20839,1.2.0.0/16,42430 39728 9002 286 25418 1 1
48597,1.2.0.0/16,42429 28917 20640 25418 1 1
49394,1.2.0.0/16,42395 9002 286 25418 1 1
262332,1.2.0.0/16,28343 6939 13536 5738 10753 1 1
56578,1.2.0.0/16,42368 6939 13536 5738 10753 1 1
197668,1.2.0.0/16,42358 31133 3549 10753 1 1
265174,1.2.0.0/16,52759 28368 6939 13536 5738 10753 1 1
59420,1.2.0.0/16,42358 31133 3549 10753 1 1
41062,1.2.0.0/16,42352 21219 20640 25418 1 1
62229,1.2.0.0/16,42337 12880 6453 25418 1 1
61176,1.2.0.0/16,42337 12880 6453 25418 1 1
60571,1.2.0.0/16,42337 12880 6453 25418 1 1
60138,1.2.0.0/16,42337 12880 6453 25418 1 1
60014,1.2.0.0/16,42337 12880 6453 25418 1 1
59962,1.2.0.0/16,42337 12880 6453 25418 1 1
59757,1.2.0.0/16,42337 12880 6453 25418 1 1
59501,1.2.0.0/16,42337 12880 6453 25418 1 1
265185,1.2.0.0/16,21574 6939 13536 5738 10753 1 1
59431,1.2.0.0/16,42337 12880 6453 25418 1 1
263956,1.2.0.0/16,53237 16735 4809 15412 15802 57187 43531 5738 10753 1 1
58202,1.2.0.0/16,42337 12880 6453 25418 1 1
52070,1.2.0.0/16,42337 12880 6453 25418 1 1
51732,1.2.0.0/16,42337 12880 6453 25418 1 1
51274,1.2.0.0/16,42337 12880 6453 25418 1 1
50892,1.2.0.0/16,42337 12880 6453 25418 1 1
50591,1.2.0.0/16,42337 12880 6453 25418 1 1
50558,1.2.0.0/16,42337 12880 6453 25418 1 1
49796,1.2.0.0/16,42337 12880 6453 25418 1 1
49148,1.2.0.0/16,42337 12880 6453 25418 1 1
48014,1.2.0.0/16,42337 12880 6453 25418 1 1
47843,1.2.0.0/16,42337 12880 6453 25418 1 1
44609,1.2.0.0/16,42337 12880 6453 25418 1 1
42915,1.2.0.0/16,42337 12880 6453 25418 1 1
35088,1.2.0.0/16,42337 12880 6453 25418 1 1
34341,1.2.0.0/16,42337 12880 6453 25418 1 1
25158,1.2.0.0/16,42337 12880 6453 25418 1 1
16320,1.2.0.0/16,42337 12880 6453 25418 1 1
15828,1.2.0.0/16,42337 12880 6453 25418 1 1
203063,1.2.0.0/16,42313 12713 6461 26114 1 1
60471,1.2.0.0/16,42313 12713 6461 26114 1 1
50616,1.2.0.0/16,42313 12713 6461 26114 1 1
29238,1.2.0.0/16,42313 12713 6461 26114 1 1
12783,1.2.0.0/16,42313 12713 6461 26114 1 1
50797,1.2.0.0/16,42253 20764 20640 25418 1 1
9028,1.2.0.0/16,42248 6939 13536 5738 10753 1 1
62339,1.2.0.0/16,48089 9002 286 25418 1 1
264055,1.2.0.0/16,52573 6939 13536 5738 10753 1 1
58301,1.2.0.0/16,48089 9002 286 25418 1 1
20803,1.2.0.0/16,42187 20640 25418 1 1
196731,1.2.0.0/16,42184 43531 5738 10753 1 1
42152,1.2.0.0/16,203565 43531 5738 10753 1 1
43555,1.2.0.0/16,42132 8905 12714 20640 25418 1 1
48860,1.2.0.0/16,42109 8226 6682 20640 25418 1 1
15947,1.2.0.0/16,42090 43192 3549 10753 1 1
62100,1.2.0.0/16,42020 3549 10753 1 1
60524,1.2.0.0/16,42020 3549 10753 1 1
60398,1.2.0.0/16,42020 3549 10753 1 1
50839,1.2.0.0/16,42020 3549 10753 1 1
50500,1.2.0.0/16,42020 3549 10753 1 1
50131,1.2.0.0/16,42020 3549 10753 1 1
48206,1.2.0.0/16,42020 3549 10753 1 1
47935,1.2.0.0/16,42020 3549 10753 1 1
43056,1.2.0.0/16,42020 3549 10753 1 1
43019,1.2.0.0/16,42020 3549 10753 1 1
42828,1.2.0.0/16,42020 3549 10753 1 1
42183,1.2.0.0/16,42020 3549 10753 1 1
42003,1.2.0.0/16,42020 3549 10753 1 1
41956,1.2.0.0/16,42020 3549 10753 1 1
41423,1.2.0.0/16,42020 3549 10753 1 1
39402,1.2.0.0/16,42020 3549 10753 1 1
38999,1.2.0.0/16,42020 3549 10753 1 1
34356,1.2.0.0/16,42020 3549 10753 1 1
34113,1.2.0.0/16,42020 3549 10753 1 1
31587,1.2.0.0/16,42020 3549 10753 1 1
134267,1.2.0.0/16,6939 13536 5738 10753 1 1
31390,1.2.0.0/16,42020 3549 10753 1 1
133914,1.2.0.0/16,58511 3549 10753 1 1
31037,1.2.0.0/16,42020 3549 10753 1 1
29070,1.2.0.0/16,42020 3549 10753 1 1
131904,1.2.0.0/16,4637 32787 10753 1 1
29027,1.2.0.0/16,42020 3549 10753 1 1
25491,1.2.0.0/16,42020 3549 10753 1 1
25471,1.2.0.0/16,42020 3549 10753 1 1
25281,1.2.0.0/16,42020 3549 10753 1 1
24892,1.2.0.0/16,42020 3549 10753 1 1
20874,1.2.0.0/16,42020 3549 10753 1 1
16169,1.2.0.0/16,42020 3549 10753 1 1
15511,1.2.0.0/16,42020 3549 10753 1 1
12590,1.2.0.0/16,42020 3549 10753 1 1
3290,1.2.0.0/16,42020 3549 10753 1 1
203317,1.2.0.0/16,42010 32787 10753 1 1
50224,1.2.0.0/16,42010 32787 10753 1 1
51427,1.2.0.0/16,42000 6939 13536 5738 10753 1 1
49985,1.2.0.0/16,42000 6939 13536 5738 10753 1 1
39713,1.2.0.0/16,41976 20632 12389 4809 15412 15802 57187 43531 5738 10753 1 1
24767,1.2.0.0/16,41976 20632 12389 4809 15412 15802 57187 43531 5738 10753 1 1
48892,1.2.0.0/16,41967 21011 20640 25418 1 1
198241,1.2.0.0/16,41966 16265 32787 10753 1 1
41312,1.2.0.0/16,41966 16265 32787 10753 1 1
52028,1.2.0.0/16,41925 9002 286 25418 1 1
42047,1.2.0.0/16,41913 3257 5738 10753 1 1
41904,1.2.0.0/16,51028 20640 25418 1 1
25042,1.2.0.0/16,41887 43531 5738 10753 1 1
62431,1.2.0.0/16,41883 3257 5738 10753 1 1
203798,1.2.0.0/16,41881 12880 6453 25418 1 1
203616,1.2.0.0/16,41881 12880 6453 25418 1 1
61036,1.2.0.0/16,41881 12880 6453 25418 1 1
60637,1.2.0.0/16,41881 12880 6453 25418 1 1
51411,1.2.0.0/16,41881 12880 6453 25418 1 1
50795,1.2.0.0/16,41881 12880 6453 25418 1 1
16018,1.2.0.0/16,41881 12880 6453 25418 1 1
13231,1.2.0.0/16,41881 12880 6453 25418 1 1
39445,1.2.0.0/16,48964 3255 20640 25418 1 1
50383,1.2.0.0/16,41854 8359 20640 25418 1 1
262202,1.2.0.0/16,12956 12989 2516 2510 10026 4657 12025 10753 1 1
56448,1.2.0.0/16,41852 5483 20640 25418 1 1
44040,1.2.0.0/16,41852 5483 20640 25418 1 1
41071,1.2.0.0/16,41849 174 5738 10753 1 1
204173,1.2.0.0/16,41842 9002 286 25418 1 1
48368,1.2.0.0/16,41842 9002 286 25418 1 1
44999,1.2.0.0/16,41842 9002 286 25418 1 1
41833,1.2.0.0/16,41847 32787 10753 1 1
60435,1.2.0.0/16,41828 34779 3549 10753 1 1
59834,1.2.0.0/16,41828 34779 3549 10753 1 1
199834,1.2.0.0/16,41822 8359 20640 25418 1 1
39799,1.2.0.0/16,41822 8359 20640 25418 1 1
262376,1.2.0.0/16,263047 3356 10753 1 1
56622,1.2.0.0/16,41820 16265 32787 10753 1 1
42641,1.2.0.0/16,41820 16265 32787 10753 1 1
41513,1.2.0.0/16,41820 16265 32787 10753 1 1
39043,1.2.0.0/16,41820 16265 32787 10753 1 1
35800,1.2.0.0/16,41820 16265 32787 10753 1 1
60286,1.2.0.0/16,41798 6939 13536 5738 10753 1 1
51997,1.2.0.0/16,41798 6939 13536 5738 10753 1 1
51979,1.2.0.0/16,41798 6939 13536 5738 10753 1 1
41124,1.2.0.0/16,41798 6939 13536 5738 10753 1 1
39188,1.2.0.0/16,43994 12695 20640 25418 1 1
203725,1.2.0.0/16,41733 9002 286 25418 1 1
60282,1.2.0.0/16,41733 9002 286 25418 1 1
202974,1.2.0.0/16,56534 1299 7029 63264 1 1
62251,1.2.0.0/16,56534 1299 7029 63264 1 1
47132,1.2.0.0/16,41722 6939 13536 5738 10753 1 1
15449,1.2.0.0/16,41722 6939 13536 5738 10753 1 1
197128,1.2.0.0/16,41710 12883 20640 25418 1 1
41972,1.2.0.0/16,41709 9002 286 25418 1 1
200791,1.2.0.0/16,41691 6939 13536 5738 10753 1 1
24762,1.2.0.0/16,41691 6939 13536 5738 10753 1 1
16032,1.2.0.0/16,41678 32787 10753 1 1
48296,1.2.0.0/16,50618 32787 10753 1 1
41639,1.2.0.0/16,48347 6939 13536 5738 10753 1 1
48191,1.2.0.0/16,41606 43531 5738 10753 1 1
48377,1.2.0.0/16,41600 13249 20640 25418 1 1
51138,1.2.0.0/16,41599 43727 20640 25418 1 1
41599,1.2.0.0/16,43727 20640 25418 1 1
52036,1.2.0.0/16,41589 42652 3549 10753 1 1
41589,1.2.0.0/16,42652 3549 10753 1 1
203238,1.2.0.0/16,41572 6453 25418 1 1
49803,1.2.0.0/16,41556 12389 4809 15412 15802 57187 43531 5738 10753 1 1
43363,1.2.0.0/16,41508 6939 13536 5738 10753 1 1
51221,1.2.0.0/16,41477 1299 7029 63264 1 1
9554,1.2.0.0/16,41477 1299 7029 63264 1 1
262406,1.2.0.0/16,10429 3549 10753 1 1
56652,1.2.0.0/16,41435 16265 32787 10753 1 1
51194,1.2.0.0/16,41435 16265 32787 10753 1 1
51375,1.2.0.0/16,41426 8529 3549 10753 1 1
49095,1.2.0.0/16,41371 35104 1299 7029 63264 1 1
41368,1.2.0.0/16,43833 6939 13536 5738 10753 1 1
39926,1.2.0.0/16,41364 6939 13536 5738 10753 1 1
41121,1.2.0.0/16,41336 35549 3549 10753 1 1
31215,1.2.0.0/16,41336 35549 3549 10753 1 1
51614,1.2.0.0/16,41313 3356 10753 1 1
51196,1.2.0.0/16,41313 3356 10753 1 1
39483,1.2.0.0/16,41313 3356 10753 1 1
25212,1.2.0.0/16,41313 3356 10753 1 1
21249,1.2.0.0/16,41313 3356 10753 1 1
13306,1.2.0.0/16,41313 3356 10753 1 1
134548,1.2.0.0/16,3223 20640 25418 1 1
31671,1.2.0.0/16,41307 3320 3303 7029 63264 1 1
25503,1.2.0.0/16,41285 3255 20640 25418 1 1
134386,1.2.0.0/16,174 5738 10753 1 1
31509,1.2.0.0/16,41230 32787 10753 1 1
263530,1.2.0.0/16,52967 6939 13536 5738 10753 1 1
57776,1.2.0.0/16,41221 8926 20640 25418 1 1
50976,1.2.0.0/16,41221 8926 20640 25418 1 1
50138,1.2.0.0/16,41221 8926 20640 25418 1 1
35525,1.2.0.0/16,41221 8926 20640 25418 1 1
49356,1.2.0.0/16,41209 8359 20640 25418 1 1
41316,1.2.0.0/16,41168 12883 20640 25418 1 1
43109,1.2.0.0/16,41165 16265 32787 10753 1 1
200702,1.2.0.0/16,41161 28761 16265 32787 10753 1 1
62198,1.2.0.0/16,41152 48159 6453 25418 1 1
41152,1.2.0.0/16,48159 6453 25418 1 1
42264,1.2.0.0/16,41151 8708 2828 10753 1 1
39930,1.2.0.0/16,41151 8708 2828 10753 1 1
49647,1.2.0.0/16,41095 286 25418 1 1
13245,1.2.0.0/16,41095 286 25418 1 1
60071,1.2.0.0/16,41075 29278 43531 5738 10753 1 1
50382,1.2.0.0/16,41066 3216 2914 7029 63264 1 1
35711,1.2.0.0/16,41066 3216 2914 7029 63264 1 1
50784,1.2.0.0/16,41046 6939 13536 5738 10753 1 1
35735,1.2.0.0/16,41038 6830 286 25418 1 1
198774,1.2.0.0/16,41034 9002 286 25418 1 1
41846,1.2.0.0/16,41034 9002 286 25418 1 1
39681,1.2.0.0/16,41018 9002 286 25418 1 1
51272,1.2.0.0/16,41006 20960 3356 10753 1 1
54878,1.2.0.0/16,40948 2828 10753 1 1
35903,1.2.0.0/16,40948 2828 10753 1 1
14167,1.2.0.0/16,40948 2828 10753 1 1
53633,1.2.0.0/16,40913 3549 10753 1 1
21930,1.2.0.0/16,40913 3549 10753 1 1
19798,1.2.0.0/16,40913 3549 10753 1 1
394048,1.2.0.0/16,40805 6939 13536 5738 10753 1 1
394598,1.2.0.0/16,40702 3356 10753 1 1
25928,1.2.0.0/16,40702 3356 10753 1 1
64068,1.2.0.0/16,40676 43531 5738 10753 1 1
39962,1.2.0.0/16,40676 43531 5738 10753 1 1
14183,1.2.0.0/16,40581 6939 13536 5738 10753 1 1
13809,1.2.0.0/16,40581 6939 13536 5738 10753 1 1
1603,1.2.0.0/16,40581 6939 13536 5738 10753 1 1
26711,1.2.0.0/16,40528 4637 32787 10753 1 1
17153,1.2.0.0/16,40498 11537 1 1
54194,1.2.0.0/16,40473 6939 13536 5738 10753 1 1
26300,1.2.0.0/16,40473 6939 13536 5738 10753 1 1
22539,1.2.0.0/16,40414 10396 3549 10753 1 1
46840,1.2.0.0/16,40393 3356 10753 1 1
36119,1.2.0.0/16,40393 3356 10753 1 1
23439,1.2.0.0/16,40393 3356 10753 1 1
14834,1.2.0.0/16,40387 11537 1 1
698,1.2.0.0/16,40387 11537 1 1
40798,1.2.0.0/16,40128 7029 63264 1 1
19620,1.2.0.0/16,40065 20485 4809 15412 15802 57187 43531 5738 10753 1 1
264380,1.2.0.0/16,52893 22177 262589 3549 10753 1 1
58626,1.2.0.0/16,40028 43531 5738 10753 1 1
32740,1.2.0.0/16,54098 174 5738 10753 1 1
133273,1.2.0.0/16,55824 9885 11537 1 1
30396,1.2.0.0/16,39964 174 5738 10753 1 1
20071,1.2.0.0/16,39948 3549 10753 1 1
47458,1.2.0.0/16,39928 16265 32787 10753 1 1
204120,1.2.0.0/16,39923 43531 5738 10753 1 1
39641,1.2.0.0/16,39923 43531 5738 10753 1 1
61155,1.2.0.0/16,39912 20640 25418 1 1
51413,1.2.0.0/16,39912 20640 25418 1 1
50226,1.2.0.0/16,39912 20640 25418 1 1
41905,1.2.0.0/16,39912 20640 25418 1 1
265344,1.2.0.0/16,28368 6939 13536 5738 10753 1 1
59590,1.2.0.0/16,39900 44826 6830 286 25418 1 1
133678,1.2.0.0/16,4755 10026 4657 12025 10753 1 1
30801,1.2.0.0/16,39886 6461 26114 1 1
21837,1.2.0.0/16,39832 4637 32787 10753 1 1
60411,1.2.0.0/16,59583 43994 12695 20640 25418 1 1
49832,1.2.0.0/16,39821 12389 4809 15412 15802 57187 43531 5738 10753 1 1
48058,1.2.0.0/16,39811 8359 20640 25418 1 1
13155,1.2.0.0/16,39811 8359 20640 25418 1 1
199924,1.2.0.0/16,39792 43531 5738 10753 1 1
51921,1.2.0.0/16,44964 20640 25418 1 1
51230,1.2.0.0/16,43727 20640 25418 1 1
51031,1.2.0.0/16,39792 43531 5738 10753 1 1
49381,1.2.0.0/16,39792 43531 5738 10753 1 1
49261,1.2.0.0/16,42861 20640 25418 1 1
47954,1.2.0.0/16,42861 20640 25418 1 1
25096,1.2.0.0/16,39792 43531 5738 10753 1 1
50442,1.2.0.0/16,39785 6939 13536 5738 10753 1 1
48376,1.2.0.0/16,39783 174 5738 10753 1 1
59934,1.2.0.0/16,39756 3549 10753 1 1
59795,1.2.0.0/16,39756 3549 10753 1 1
62120,1.2.0.0/16,39737 20640 25418 1 1
61432,1.2.0.0/16,39737 20640 25418 1 1
61179,1.2.0.0/16,39737 20640 25418 1 1
60657,1.2.0.0/16,39737 20640 25418 1 1
52057,1.2.0.0/16,39737 20640 25418 1 1
50940,1.2.0.0/16,39737 20640 25418 1 1
48855,1.2.0.0/16,39737 20640 25418 1 1
47319,1.2.0.0/16,39737 20640 25418 1 1
41195,1.2.0.0/16,39737 20640 25418 1 1
39842,1.2.0.0/16,39737 20640 25418 1 1
35347,1.2.0.0/16,39737 20640 25418 1 1
35234,1.2.0.0/16,39737 20640 25418 1 1
50106,1.2.0.0/16,39728 9002 286 25418 1 1
43124,1.2.0.0/16,39728 9002 286 25418 1 1
41037,1.2.0.0/16,39704 20640 25418 1 1
49826,1.2.0.0/16,39699 6667 286 25418 1 1
21348,1.2.0.0/16,39699 6667 286 25418 1 1
39685,1.2.0.0/16,197035 35297 20640 25418 1 1
42088,1.2.0.0/16,39668 6663 6453 25418 1 1
28942,1.2.0.0/16,39651 174 5738 10753 1 1
41992,1.2.0.0/16,39648 1299 7029 63264 1 1
197288,1.2.0.0/16,39642 3549 10753 1 1
39026,1.2.0.0/16,39642 3549 10753 1 1
8273,1.2.0.0/16,39642 3549 10753 1 1
35314,1.2.0.0/16,39636 6939 13536 5738 10753 1 1
16141,1.2.0.0/16,39636 6939 13536 5738 10753 1 1
51532,1.2.0.0/16,39612 1299 7029 63264 1 1
51180,1.2.0.0/16,39608 16265 32787 10753 1 1
49332,1.2.0.0/16,39608 16265 32787 10753 1 1
44318,1.2.0.0/16,39608 16265 32787 10753 1 1
41911,1.2.0.0/16,39608 16265 32787 10753 1 1
16223,1.2.0.0/16,39608 16265 32787 10753 1 1
15936,1.2.0.0/16,39608 16265 32787 10753 1 1
60250,1.2.0.0/16,39582 6453 25418 1 1
48319,1.2.0.0/16,39582 6453 25418 1 1
25412,1.2.0.0/16,39551 3352 174 5738 10753 1 1
21193,1.2.0.0/16,39551 3352 174 5738 10753 1 1
16153,1.2.0.0/16,39551 3352 174 5738 10753 1 1
203568,1.2.0.0/16,39545 6939 13536 5738 10753 1 1
59953,1.2.0.0/16,39545 6939 13536 5738 10753 1 1
21077,1.2.0.0/16,39545 6939 13536 5738 10753 1 1
49786,1.2.0.0/16,39543 6939 13536 5738 10753 1 1
41672,1.2.0.0/16,39543 6939 13536 5738 10753 1 1
39573,1.2.0.0/16,39543 6939 13536 5738 10753 1 1
35576,1.2.0.0/16,39543 6939 13536 5738 10753 1 1
39609,1.2.0.0/16,39537 20640 25418 1 1
25564,1.2.0.0/16,39537 20640 25418 1 1
25437,1.2.0.0/16,39529 9002 286 25418 1 1
48181,1.2.0.0/16,42555 3356 10753 1 1
39479,1.2.0.0/16,50316 32787 10753 1 1
201868,1.2.0.0/16,39405 3549 10753 1 1
60386,1.2.0.0/16,39399 16265 32787 10753 1 1
51858,1.2.0.0/16,39399 16265 32787 10753 1 1
51252,1.2.0.0/16,39399 16265 32787 10753 1 1
50211,1.2.0.0/16,39399 16265 32787 10753 1 1
50005,1.2.0.0/16,39399 16265 32787 10753 1 1
48665,1.2.0.0/16,39399 16265 32787 10753 1 1
197168,1.2.0.0/16,39396 20640 25418 1 1
196684,1.2.0.0/16,39392 174 5738 10753 1 1
49475,1.2.0.0/16,39386 20640 25418 1 1
42838,1.2.0.0/16,39386 20640 25418 1 1
35388,1.2.0.0/16,39386 20640 25418 1 1
197711,1.2.0.0/16,39356 32787 10753 1 1
60676,1.2.0.0/16,39347 21294 3356 10753 1 1
204222,1.2.0.0/16,39326 20640 25418 1 1
41570,1.2.0.0/16,39326 20640 25418 1 1
39617,1.2.0.0/16,39326 20640 25418 1 1
39310,1.2.0.0/16,50606 16265 32787 10753 1 1
39308,1.2.0.0/16,43754 12880 6453 25418 1 1
43682,1.2.0.0/16,39301 1257 286 25418 1 1
265289,1.2.0.0/16,264138 6939 13536 5738 10753 1 1
59535,1.2.0.0/16,39289 31133 3549 10753 1 1
42940,1.2.0.0/16,39289 31133 3549 10753 1 1
28900,1.2.0.0/16,39289 31133 3549 10753 1 1
12289,1.2.0.0/16,39289 31133 3549 10753 1 1
50777,1.2.0.0/16,48464 5588 286 25418 1 1
200189,1.2.0.0/16,39279 20640 25418 1 1
50704,1.2.0.0/16,39279 20640 25418 1 1
41101,1.2.0.0/16,39264 1299 7029 63264 1 1
20818,1.2.0.0/16,39251 6939 13536 5738 10753 1 1
198936,1.2.0.0/16,39242 16086 3549 10753 1 1
51259,1.2.0.0/16,39232 196925 20640 25418 1 1
39232,1.2.0.0/16,196925 20640 25418 1 1
203409,1.2.0.0/16,39216 174 5738 10753 1 1
202672,1.2.0.0/16,39216 174 5738 10753 1 1
200697,1.2.0.0/16,39216 174 5738 10753 1 1
34515,1.2.0.0/16,39216 174 5738 10753 1 1
50318,1.2.0.0/16,39205 5483 20640 25418 1 1
48643,1.2.0.0/16,39205 5483 20640 25418 1 1
204265,1.2.0.0/16,39180 20640 25418 1 1
201140,1.2.0.0/16,39180 20640 25418 1 1
197867,1.2.0.0/16,39180 20640 25418 1 1
52018,1.2.0.0/16,39180 20640 25418 1 1
61341,1.2.0.0/16,39179 32787 10753 1 1
35808,1.2.0.0/16,39153 20764 20640 25418 1 1
60632,1.2.0.0/16,39151 3209 286 25418 1 1
41567,1.2.0.0/16,39133 5588 286 25418 1 1
201000,1.2.0.0/16,39122 3549 10753 1 1
60492,1.2.0.0/16,39120 3549 10753 1 1
42866,1.2.0.0/16,39087 9002 286 25418 1 1
29108,1.2.0.0/16,39063 20640 25418 1 1
41084,1.2.0.0/16,39056 35320 20640 25418 1 1
39331,1.2.0.0/16,39049 43576 16265 32787 10753 1 1
39049,1.2.0.0/16,43576 16265 32787 10753 1 1
62264,1.2.0.0/16,39045 31133 3549 10753 1 1
39015,1.2.0.0/16,39386 20640 25418 1 1
39011,1.2.0.0/16,41571 5483 20640 25418 1 1
41211,1.2.0.0/16,39010 3223 20640 25418 1 1
50987,1.2.0.0/16,42673 174 5738 10753 1 1
199022,1.2.0.0/16,38976 31133 3549 10753 1 1
60585,1.2.0.0/16,38949 6939 13536 5738 10753 1 1
262590,1.2.0.0/16,61570 53087 3549 10753 1 1
56836,1.2.0.0/16,38934 31133 3549 10753 1 1
35564,1.2.0.0/16,38934 31133 3549 10753 1 1
56372,1.2.0.0/16,38930 16265 32787 10753 1 1
50901,1.2.0.0/16,38930 16265 32787 10753 1 1
50655,1.2.0.0/16,47869 20640 25418 1 1
49549,1.2.0.0/16,41960 286 25418 1 1
47714,1.2.0.0/16,38930 16265 32787 10753 1 1
42812,1.2.0.0/16,38930 16265 32787 10753 1 1
35316,1.2.0.0/16,38930 16265 32787 10753 1 1
62439,1.2.0.0/16,38917 8359 20640 25418 1 1
17976,1.2.0.0/16,38901 132876 20640 25418 1 1
29171,1.2.0.0/16,5588 286 25418 1 1
132048,1.2.0.0/16,45177 6453 25418 1 1
38236,1.2.0.0/16,38883 10026 4657 12025 10753 1 1
29125,1.2.0.0/16,3216 2914 7029 63264 1 1
132002,1.2.0.0/16,38880 20640 25418 1 1
56087,1.2.0.0/16,38880 20640 25418 1 1
37993,1.2.0.0/16,38858 10026 4657 12025 10753 1 1
32167,1.2.0.0/16,7012 174 5738 10753 1 1
135044,1.2.0.0/16,38809 3549 10753 1 1
30176,1.2.0.0/16,3549 10753 1 1
133053,1.2.0.0/16,38809 3549 10753 1 1
30019,1.2.0.0/16,3549 10753 1 1
132896,1.2.0.0/16,38809 3549 10753 1 1
28421,1.2.0.0/16,8151 3549 10753 1 1
131298,1.2.0.0/16,38809 3549 10753 1 1
56163,1.2.0.0/16,38809 3549 10753 1 1
55941,1.2.0.0/16,38809 3549 10753 1 1
45840,1.2.0.0/16,38809 3549 10753 1 1
38597,1.2.0.0/16,38809 3549 10753 1 1
37998,1.2.0.0/16,38809 3549 10753 1 1
24553,1.2.0.0/16,38809 3549 10753 1 1
24542,1.2.0.0/16,38809 3549 10753 1 1
24502,1.2.0.0/16,38809 3549 10753 1 1
23769,1.2.0.0/16,38809 3549 10753 1 1
18349,1.2.0.0/16,38809 3549 10753 1 1
17983,1.2.0.0/16,38809 3549 10753 1 1
17918,1.2.0.0/16,38809 3549 10753 1 1
17915,1.2.0.0/16,38809 3549 10753 1 1
9460,1.2.0.0/16,38809 3549 10753 1 1
7647,1.2.0.0/16,38809 3549 10753 1 1
31223,1.2.0.0/16,3356 10753 1 1
134100,1.2.0.0/16,38794 4651 6461 26114 1 1
30023,1.2.0.0/16,3356 10753 1 1
132900,1.2.0.0/16,38794 4651 6461 26114 1 1
45764,1.2.0.0/16,38794 4651 6461 26114 1 1
45455,1.2.0.0/16,45758 6453 25418 1 1
23883,1.2.0.0/16,38794 4651 6461 26114 1 1
264360,1.2.0.0/16,6939 13536 5738 10753 1 1
