asn,prefix,as_path
35016,1.2.0.0/16,1680 20640 25418 1 1
395075,1.2.0.0/16,852 2828 10753 1 1
394132,1.2.0.0/16,174 5738 10753 1 1
34073,1.2.0.0/16,12578 20640 25418 1 1
393659,1.2.0.0/16,852 2828 10753 1 1
59029,1.2.0.0/16,4808 209 12025 10753 1 1
7595,1.2.0.0/16,4826 3491 3549 10753 1 1
393350,1.2.0.0/16,20485 4809 15412 15802 57187 43531 5738 10753 1 1
7484,1.2.0.0/16,4515 4826 3491 3549 10753 1 1
393242,1.2.0.0/16,32787 10753 1 1
20105,1.2.0.0/16,3356 10753 1 1
45813,1.2.0.0/16,55410 3356 10753 1 1
200124,1.2.0.0/16,43531 5738 10753 1 1
19884,1.2.0.0/16,174 5738 10753 1 1
45601,1.2.0.0/16,1221 2764 32787 10753 1 1
199903,1.2.0.0/16,43531 5738 10753 1 1
38524,1.2.0.0/16,2914 7029 63264 1 1
62969,1.2.0.0/16,852 2828 10753 1 1
62838,1.2.0.0/16,6939 13536 5738 10753 1 1
11091,1.2.0.0/16,209 12025 10753 1 1
11088,1.2.0.0/16,19383 2828 10753 1 1
62525,1.2.0.0/16,852 2828 10753 1 1
55022,1.2.0.0/16,22652 32787 10753 1 1
3585,1.2.0.0/16,3356 10753 1 1
29054,1.2.0.0/16,3356 10753 1 1
29037,1.2.0.0/16,20640 25418 1 1
29034,1.2.0.0/16,43266 174 5738 10753 1 1
131911,1.2.0.0/16,2519 3549 10753 1 1
3323,1.2.0.0/16,5408 20965 11537 1 1
54760,1.2.0.0/16,852 2828 10753 1 1
54719,1.2.0.0/16,852 2828 10753 1 1
54562,1.2.0.0/16,209 12025 10753 1 1
54540,1.2.0.0/16,4826 3491 3549 10753 1 1
28810,1.2.0.0/16,3356 10753 1 1
54527,1.2.0.0/16,6939 13536 5738 10753 1 1
28806,1.2.0.0/16,286 25418 1 1
54523,1.2.0.0/16,6939 13536 5738 10753 1 1
54488,1.2.0.0/16,174 5738 10753 1 1
28771,1.2.0.0/16,1764 20640 25418 1 1
41624,1.2.0.0/16,6939 13536 5738 10753 1 1
28760,1.2.0.0/16,3257 5738 10753 1 1
54477,1.2.0.0/16,852 2828 10753 1 1
54465,1.2.0.0/16,3356 10753 1 1
54219,1.2.0.0/16,43531 5738 10753 1 1
53880,1.2.0.0/16,6128 286 25418 1 1
28163,1.2.0.0/16,6939 13536 5738 10753 1 1
28131,1.2.0.0/16,6939 13536 5738 10753 1 1
53837,1.2.0.0/16,6939 13536 5738 10753 1 1
2274,1.2.0.0/16,3356 10753 1 1
53708,1.2.0.0/16,20485 4809 15412 15802 57187 43531 5738 10753 1 1
27908,1.2.0.0/16,2828 10753 1 1
53625,1.2.0.0/16,852 2828 10753 1 1
53486,1.2.0.0/16,43531 5738 10753 1 1
53340,1.2.0.0/16,20485 4809 15412 15802 57187 43531 5738 10753 1 1
49669,1.2.0.0/16,43531 5738 10753 1 1
201083,1.2.0.0/16,29076 20640 25418 1 1
46772,1.2.0.0/16,852 2828 10753 1 1
201048,1.2.0.0/16,29066 20640 25418 1 1
46737,1.2.0.0/16,852 2828 10753 1 1
262801,1.2.0.0/16,52871 6939 13536 5738 10753 1 1
57047,1.2.0.0/16,35645 9002 286 25418 1 1
5610,1.2.0.0/16,6939 13536 5738 10753 1 1
18452,1.2.0.0/16,3549 10753 1 1
44160,1.2.0.0/16,43531 5738 10753 1 1
198471,1.2.0.0/16,3257 5738 10753 1 1
198480,1.2.0.0/16,12389 4809 15412 15802 57187 43531 5738 10753 1 1
44169,1.2.0.0/16,43531 5738 10753 1 1
40820,1.2.0.0/16,852 2828 10753 1 1
15092,1.2.0.0/16,3549 10753 1 1
40809,1.2.0.0/16,6939 13536 5738 10753 1 1
40065,1.2.0.0/16,20485 4809 15412 15802 57187 43531 5738 10753 1 1
62405,1.2.0.0/16,16246 6939 13536 5738 10753 1 1
10968,1.2.0.0/16,3549 10753 1 1
10965,1.2.0.0/16,6939 13536 5738 10753 1 1
62402,1.2.0.0/16,11537 1 1
62416,1.2.0.0/16,8426 286 25418 1 1
10979,1.2.0.0/16,3356 10753 1 1
36696,1.2.0.0/16,6939 13536 5738 10753 1 1
61952,1.2.0.0/16,3327 20640 25418 1 1
36235,1.2.0.0/16,852 2828 10753 1 1
61942,1.2.0.0/16,6939 13536 5738 10753 1 1
10505,1.2.0.0/16,260 32787 10753 1 1
36222,1.2.0.0/16,20485 4809 15412 15802 57187 43531 5738 10753 1 1
10292,1.2.0.0/16,30689 23520 3549 10753 1 1
61729,1.2.0.0/16,28283 6939 13536 5738 10753 1 1
36012,1.2.0.0/16,6939 13536 5738 10753 1 1
7837,1.2.0.0/16,22489 43531 5738 10753 1 1
265028,1.2.0.0/16,52871 6939 13536 5738 10753 1 1
59274,1.2.0.0/16,4800 32787 10753 1 1
59268,1.2.0.0/16,3491 3549 10753 1 1
265022,1.2.0.0/16,12989 2516 2510 10026 4657 12025 10753 1 1
393628,1.2.0.0/16,2828 10753 1 1
33569,1.2.0.0/16,6939 13536 5738 10753 1 1
33190,1.2.0.0/16,3549 10753 1 1
393249,1.2.0.0/16,271 6509 11537 1 1
33211,1.2.0.0/16,6939 13536 5738 10753 1 1
33005,1.2.0.0/16,6939 13536 5738 10753 1 1
32659,1.2.0.0/16,852 2828 10753 1 1
135398,1.2.0.0/16,10103 1299 7029 63264 1 1
32521,1.2.0.0/16,852 2828 10753 1 1
56237,1.2.0.0/16,7713 32787 10753 1 1
4800,1.2.0.0/16,32787 10753 1 1
4544,1.2.0.0/16,3356 10753 1 1
133138,1.2.0.0/16,10223 10026 4657 12025 10753 1 1
30261,1.2.0.0/16,6939 13536 5738 10753 1 1
55527,1.2.0.0/16,2764 32787 10753 1 1
29810,1.2.0.0/16,852 2828 10753 1 1
55420,1.2.0.0/16,4788 20640 25418 1 1
29703,1.2.0.0/16,852 2828 10753 1 1
27618,1.2.0.0/16,20485 4809 15412 15802 57187 43531 5738 10753 1 1
1075,1.2.0.0/16,3549 10753 1 1
26792,1.2.0.0/16,6939 13536 5738 10753 1 1
51484,1.2.0.0/16,3549 10753 1 1
47,1.2.0.0/16,2722 2721 11537 1 1
25764,1.2.0.0/16,6939 13536 5738 10753 1 1
50627,1.2.0.0/16,6939 13536 5738 10753 1 1
24910,1.2.0.0/16,43531 5738 10753 1 1
23138,1.2.0.0/16,6939 13536 5738 10753 1 1
203061,1.2.0.0/16,174 5738 10753 1 1
48750,1.2.0.0/16,3356 10753 1 1
23033,1.2.0.0/16,6939 13536 5738 10753 1 1
22684,1.2.0.0/16,852 2828 10753 1 1
22616,1.2.0.0/16,43531 5738 10753 1 1
22480,1.2.0.0/16,209 12025 10753 1 1
48197,1.2.0.0/16,1299 7029 63264 1 1
22491,1.2.0.0/16,852 2828 10753 1 1
22105,1.2.0.0/16,852 2828 10753 1 1
21947,1.2.0.0/16,4826 3491 3549 10753 1 1
201553,1.2.0.0/16,174 5738 10753 1 1
47242,1.2.0.0/16,43531 5738 10753 1 1
21525,1.2.0.0/16,6939 13536 5738 10753 1 1
200422,1.2.0.0/16,8717 20640 25418 1 1
46111,1.2.0.0/16,3549 10753 1 1
20394,1.2.0.0/16,6939 13536 5738 10753 1 1
46057,1.2.0.0/16,7713 32787 10753 1 1
20340,1.2.0.0/16,4826 3491 3549 10753 1 1
45938,1.2.0.0/16,6939 13536 5738 10753 1 1
20221,1.2.0.0/16,3549 10753 1 1
19968,1.2.0.0/16,852 2828 10753 1 1
199963,1.2.0.0/16,35753 3356 10753 1 1
45652,1.2.0.0/16,3491 3549 10753 1 1
19935,1.2.0.0/16,852 2828 10753 1 1
199547,1.2.0.0/16,43531 5738 10753 1 1
19528,1.2.0.0/16,6939 13536 5738 10753 1 1
19402,1.2.0.0/16,852 2828 10753 1 1
134990,1.2.0.0/16,58923 132267 6939 13536 5738 10753 1 1
32113,1.2.0.0/16,174 5738 10753 1 1
32110,1.2.0.0/16,2828 10753 1 1
134987,1.2.0.0/16,1221 2764 32787 10753 1 1
327941,1.2.0.0/16,37084 3549 10753 1 1
19310,1.2.0.0/16,4826 3491 3549 10753 1 1
199248,1.2.0.0/16,43531 5738 10753 1 1
44937,1.2.0.0/16,9002 286 25418 1 1
19211,1.2.0.0/16,174 5738 10753 1 1
327842,1.2.0.0/16,33763 32787 10753 1 1
19220,1.2.0.0/16,852 2828 10753 1 1
134626,1.2.0.0/16,7713 32787 10753 1 1
18888,1.2.0.0/16,6939 13536 5738 10753 1 1
17371,1.2.0.0/16,852 2828 10753 1 1
17181,1.2.0.0/16,852 2828 10753 1 1
196652,1.2.0.0/16,12741 3356 10753 1 1
42341,1.2.0.0/16,3216 2914 7029 63264 1 1
16624,1.2.0.0/16,852 2828 10753 1 1
42315,1.2.0.0/16,43531 5738 10753 1 1
16598,1.2.0.0/16,852 2828 10753 1 1
55139,1.2.0.0/16,1239 4637 32787 10753 1 1
16580,1.2.0.0/16,852 2828 10753 1 1
15177,1.2.0.0/16,3549 10753 1 1
40807,1.2.0.0/16,3549 10753 1 1
15090,1.2.0.0/16,4826 3491 3549 10753 1 1
14817,1.2.0.0/16,852 2828 10753 1 1
39997,1.2.0.0/16,3356 10753 1 1
14280,1.2.0.0/16,6939 13536 5738 10753 1 1
39875,1.2.0.0/16,5089 286 25418 1 1
14158,1.2.0.0/16,852 2828 10753 1 1
26592,1.2.0.0/16,6939 13536 5738 10753 1 1
13739,1.2.0.0/16,6939 13536 5738 10753 1 1
12006,1.2.0.0/16,14989 3549 10753 1 1
63443,1.2.0.0/16,6461 26114 1 1
63446,1.2.0.0/16,3549 10753 1 1
12009,1.2.0.0/16,6939 13536 5738 10753 1 1
62944,1.2.0.0/16,3356 10753 1 1
62711,1.2.0.0/16,16959 7018 12989 2516 2510 10026 4657 12025 10753 1 1
11274,1.2.0.0/16,6939 13536 5738 10753 1 1
10973,1.2.0.0/16,6939 13536 5738 10753 1 1
62285,1.2.0.0/16,5390 6461 26114 1 1
10848,1.2.0.0/16,43531 5738 10753 1 1
62031,1.2.0.0/16,6939 13536 5738 10753 1 1
10594,1.2.0.0/16,6939 13536 5738 10753 1 1
33764,1.2.0.0/16,3741 286 25418 1 1
33743,1.2.0.0/16,7029 63264 1 1
393802,1.2.0.0/16,3356 10753 1 1
8047,1.2.0.0/16,6939 13536 5738 10753 1 1
393558,1.2.0.0/16,7015 3356 10753 1 1
33499,1.2.0.0/16,209 12025 10753 1 1
7782,1.2.0.0/16,20485 4809 15412 15802 57187 43531 5738 10753 1 1
393528,1.2.0.0/16,3549 10753 1 1
33469,1.2.0.0/16,3356 10753 1 1
7752,1.2.0.0/16,6939 13536 5738 10753 1 1
59165,1.2.0.0/16,55644 4755 10026 4657 12025 10753 1 1
264919,1.2.0.0/16,23106 3549 10753 1 1
264925,1.2.0.0/16,53062 3549 10753 1 1
59171,1.2.0.0/16,6939 13536 5738 10753 1 1
7734,1.2.0.0/16,32787 10753 1 1
58030,1.2.0.0/16,49689 24631 12880 6453 25418 1 1
263784,1.2.0.0/16,3549 10753 1 1
58045,1.2.0.0/16,25478 20640 25418 1 1
263799,1.2.0.0/16,27775 174 5738 10753 1 1
6614,1.2.0.0/16,43531 5738 10753 1 1
32190,1.2.0.0/16,209 12025 10753 1 1
199317,1.2.0.0/16,3216 2914 7029 63264 1 1
45015,1.2.0.0/16,43531 5738 10753 1 1
6456,1.2.0.0/16,5580 12989 2516 2510 10026 4657 12025 10753 1 1
29757,1.2.0.0/16,174 5738 10753 1 1
132634,1.2.0.0/16,4800 32787 10753 1 1
132637,1.2.0.0/16,56258 43531 5738 10753 1 1
29760,1.2.0.0/16,174 5738 10753 1 1
55480,1.2.0.0/16,4826 3491 3549 10753 1 1
4043,1.2.0.0/16,20485 4809 15412 15802 57187 43531 5738 10753 1 1
132416,1.2.0.0/16,4826 3491 3549 10753 1 1
3828,1.2.0.0/16,7029 63264 1 1
55265,1.2.0.0/16,1239 4637 32787 10753 1 1
3850,1.2.0.0/16,6461 26114 1 1
55287,1.2.0.0/16,3549 10753 1 1
55290,1.2.0.0/16,6461 26114 1 1
3853,1.2.0.0/16,6939 13536 5738 10753 1 1
55067,1.2.0.0/16,3356 10753 1 1
55070,1.2.0.0/16,5650 2828 10753 1 1
3633,1.2.0.0/16,852 2828 10753 1 1
3601,1.2.0.0/16,6939 13536 5738 10753 1 1
29076,1.2.0.0/16,20640 25418 1 1
2735,1.2.0.0/16,852 2828 10753 1 1
808,1.2.0.0/16,852 2828 10753 1 1
60914,1.2.0.0/16,3356 10753 1 1
35176,1.2.0.0/16,4637 32787 10753 1 1
395235,1.2.0.0/16,819 43531 5738 10753 1 1
26540,1.2.0.0/16,10910 174 5738 10753 1 1
52260,1.2.0.0/16,1299 7029 63264 1 1
823,1.2.0.0/16,819 43531 5738 10753 1 1
26517,1.2.0.0/16,3356 10753 1 1
797,1.2.0.0/16,11712 209 12025 10753 1 1
52234,1.2.0.0/16,1280 3356 10753 1 1
819,1.2.0.0/16,43531 5738 10753 1 1
52256,1.2.0.0/16,3816 1239 4637 32787 10753 1 1
26539,1.2.0.0/16,701 9498 10026 4657 12025 10753 1 1
52259,1.2.0.0/16,3549 10753 1 1
822,1.2.0.0/16,819 43531 5738 10753 1 1
393859,1.2.0.0/16,21548 6939 13536 5738 10753 1 1
11922,1.2.0.0/16,6939 13536 5738 10753 1 1
63359,1.2.0.0/16,26677 6939 13536 5738 10753 1 1
11598,1.2.0.0/16,5650 2828 10753 1 1
63035,1.2.0.0/16,852 2828 10753 1 1
63004,1.2.0.0/16,852 2828 10753 1 1
62775,1.2.0.0/16,209 12025 10753 1 1
11338,1.2.0.0/16,3549 10753 1 1
62772,1.2.0.0/16,855 3549 10753 1 1
3393,1.2.0.0/16,209 12025 10753 1 1
54830,1.2.0.0/16,812 4809 15412 15802 57187 43531 5738 10753 1 1
54658,1.2.0.0/16,10972 6509 11537 1 1
3221,1.2.0.0/16,6939 13536 5738 10753 1 1
3196,1.2.0.0/16,6663 6453 25418 1 1
54633,1.2.0.0/16,812 4809 15412 15802 57187 43531 5738 10753 1 1
54487,1.2.0.0/16,812 4809 15412 15802 57187 43531 5738 10753 1 1
131596,1.2.0.0/16,4780 6453 25418 1 1
28719,1.2.0.0/16,12389 4809 15412 15802 57187 43531 5738 10753 1 1
54442,1.2.0.0/16,852 2828 10753 1 1
28680,1.2.0.0/16,12552 3549 10753 1 1
54397,1.2.0.0/16,23498 3549 10753 1 1
41243,1.2.0.0/16,3292 286 25418 1 1
15526,1.2.0.0/16,1680 20640 25418 1 1
15309,1.2.0.0/16,1785 7029 63264 1 1
28151,1.2.0.0/16,6939 13536 5738 10753 1 1
53868,1.2.0.0/16,855 3549 10753 1 1
46383,1.2.0.0/16,6327 3356 10753 1 1
40884,1.2.0.0/16,812 4809 15412 15802 57187 43531 5738 10753 1 1
40758,1.2.0.0/16,812 4809 15412 15802 57187 43531 5738 10753 1 1
40383,1.2.0.0/16,43531 5738 10753 1 1
36004,1.2.0.0/16,855 3549 10753 1 1
35964,1.2.0.0/16,812 4809 15412 15802 57187 43531 5738 10753 1 1
264324,1.2.0.0/16,28303 6939 13536 5738 10753 1 1
264330,1.2.0.0/16,25933 6939 13536 5738 10753 1 1
58576,1.2.0.0/16,1221 2764 32787 10753 1 1
264329,1.2.0.0/16,61889 6939 13536 5738 10753 1 1
58575,1.2.0.0/16,6648 3549 10753 1 1
7138,1.2.0.0/16,2828 10753 1 1
264323,1.2.0.0/16,22381 6939 13536 5738 10753 1 1
32870,1.2.0.0/16,852 2828 10753 1 1
135597,1.2.0.0/16,56121 58682 4826 3491 3549 10753 1 1
32720,1.2.0.0/16,2914 7029 63264 1 1
30409,1.2.0.0/16,3356 10753 1 1
55864,1.2.0.0/16,4750 7568 4826 3491 3549 10753 1 1
30147,1.2.0.0/16,812 4809 15412 15802 57187 43531 5738 10753 1 1
55670,1.2.0.0/16,2914 7029 63264 1 1
132827,1.2.0.0/16,17676 6461 26114 1 1
29953,1.2.0.0/16,11666 7029 63264 1 1
29866,1.2.0.0/16,6939 13536 5738 10753 1 1
4166,1.2.0.0/16,6461 26114 1 1
132760,1.2.0.0/16,4755 10026 4657 12025 10753 1 1
29883,1.2.0.0/16,812 4809 15412 15802 57187 43531 5738 10753 1 1
27435,1.2.0.0/16,6461 26114 1 1
27324,1.2.0.0/16,43531 5738 10753 1 1
27254,1.2.0.0/16,3356 10753 1 1
52971,1.2.0.0/16,6939 13536 5738 10753 1 1
52982,1.2.0.0/16,262907 6939 13536 5738 10753 1 1
27265,1.2.0.0/16,812 4809 15412 15802 57187 43531 5738 10753 1 1
26788,1.2.0.0/16,812 4809 15412 15802 57187 43531 5738 10753 1 1
52243,1.2.0.0/16,27759 23520 3549 10753 1 1
806,1.2.0.0/16,376 6939 13536 5738 10753 1 1
26523,1.2.0.0/16,855 3549 10753 1 1
25983,1.2.0.0/16,6939 13536 5738 10753 1 1
48751,1.2.0.0/16,513 20965 11537 1 1
23034,1.2.0.0/16,36031 577 2828 10753 1 1
48667,1.2.0.0/16,3216 2914 7029 63264 1 1
22950,1.2.0.0/16,26806 6509 11537 1 1
20453,1.2.0.0/16,812 4809 15412 15802 57187 43531 5738 10753 1 1
19821,1.2.0.0/16,16949 43531 5738 10753 1 1
19608,1.2.0.0/16,812 4809 15412 15802 57187 43531 5738 10753 1 1
43061,1.2.0.0/16,3549 10753 1 1
197372,1.2.0.0/16,174 5738 10753 1 1
17353,1.2.0.0/16,26677 6939 13536 5738 10753 1 1
16932,1.2.0.0/16,30048 3356 10753 1 1
14472,1.2.0.0/16,812 4809 15412 15802 57187 43531 5738 10753 1 1
14456,1.2.0.0/16,812 4809 15412 15802 57187 43531 5738 10753 1 1
26861,1.2.0.0/16,7385 2828 10753 1 1
14008,1.2.0.0/16,812 4809 15412 15802 57187 43531 5738 10753 1 1
62521,1.2.0.0/16,33491 3356 10753 1 1
11084,1.2.0.0/16,11666 7029 63264 1 1
62471,1.2.0.0/16,174 5738 10753 1 1
264627,1.2.0.0/16,11014 1299 7029 63264 1 1
58879,1.2.0.0/16,10099 9416 18042 18046 17408 3462 4809 15412 15802 57187 43531 5738 10753 1 1
7442,1.2.0.0/16,812 4809 15412 15802 57187 43531 5738 10753 1 1
54079,1.2.0.0/16,3356 10753 1 1
2642,1.2.0.0/16,3356 10753 1 1
8608,1.2.0.0/16,43531 5738 10753 1 1
60045,1.2.0.0/16,174 5738 10753 1 1
394366,1.2.0.0/16,6327 3356 10753 1 1
201165,1.2.0.0/16,8542 30950 3549 10753 1 1
46854,1.2.0.0/16,3356 10753 1 1
21137,1.2.0.0/16,702 286 25418 1 1
46845,1.2.0.0/16,174 5738 10753 1 1
201156,1.2.0.0/16,1680 20640 25418 1 1
21203,1.2.0.0/16,15557 6453 25418 1 1
46920,1.2.0.0/16,6939 13536 5738 10753 1 1
18968,1.2.0.0/16,803 43531 5738 10753 1 1
11568,1.2.0.0/16,803 43531 5738 10753 1 1
36479,1.2.0.0/16,6327 3356 10753 1 1
36490,1.2.0.0/16,3549 10753 1 1
62210,1.2.0.0/16,3292 286 25418 1 1
10773,1.2.0.0/16,797 11712 209 12025 10753 1 1
202087,1.2.0.0/16,3549 10753 1 1
47776,1.2.0.0/16,1680 20640 25418 1 1
202012,1.2.0.0/16,786 286 25418 1 1
18845,1.2.0.0/16,3356 10753 1 1
198864,1.2.0.0/16,786 286 25418 1 1
6068,1.2.0.0/16,1237 17579 6453 25418 1 1
44561,1.2.0.0/16,3352 174 5738 10753 1 1
18844,1.2.0.0/16,3356 10753 1 1
198863,1.2.0.0/16,786 286 25418 1 1
36873,1.2.0.0/16,3356 10753 1 1
49726,1.2.0.0/16,786 286 25418 1 1
198753,1.2.0.0/16,8530 32787 10753 1 1
44442,1.2.0.0/16,786 286 25418 1 1
44403,1.2.0.0/16,786 286 25418 1 1
44369,1.2.0.0/16,786 286 25418 1 1
44110,1.2.0.0/16,786 286 25418 1 1
43189,1.2.0.0/16,513 20965 11537 1 1
197500,1.2.0.0/16,174 5738 10753 1 1
197509,1.2.0.0/16,174 5738 10753 1 1
43198,1.2.0.0/16,786 286 25418 1 1
196945,1.2.0.0/16,174 5738 10753 1 1
42634,1.2.0.0/16,786 286 25418 1 1
16862,1.2.0.0/16,3356 10753 1 1
42570,1.2.0.0/16,174 5738 10753 1 1
196881,1.2.0.0/16,43531 5738 10753 1 1
196890,1.2.0.0/16,16265 32787 10753 1 1
42579,1.2.0.0/16,43531 5738 10753 1 1
39545,1.2.0.0/16,6939 13536 5738 10753 1 1
35832,1.2.0.0/16,786 286 25418 1 1
33946,1.2.0.0/16,12302 6939 13536 5738 10753 1 1
394005,1.2.0.0/16,3356 10753 1 1
394026,1.2.0.0/16,33491 3356 10753 1 1
33967,1.2.0.0/16,786 286 25418 1 1
55343,1.2.0.0/16,9299 4657 12025 10753 1 1
3909,1.2.0.0/16,209 12025 10753 1 1
29626,1.2.0.0/16,786 286 25418 1 1
16620,1.2.0.0/16,3356 10753 1 1
42328,1.2.0.0/16,42084 16265 32787 10753 1 1
196639,1.2.0.0/16,1257 286 25418 1 1
29544,1.2.0.0/16,6713 6453 25418 1 1
132418,1.2.0.0/16,3491 3549 10753 1 1
55270,1.2.0.0/16,6939 13536 5738 10753 1 1
3833,1.2.0.0/16,3356 10753 1 1
29550,1.2.0.0/16,6461 26114 1 1
50648,1.2.0.0/16,3255 20640 25418 1 1
24931,1.2.0.0/16,20485 4809 15412 15802 57187 43531 5738 10753 1 1
24778,1.2.0.0/16,6939 13536 5738 10753 1 1
47113,1.2.0.0/16,2856 3549 10753 1 1
21396,1.2.0.0/16,7473 12025 10753 1 1
46805,1.2.0.0/16,1299 7029 63264 1 1
21099,1.2.0.0/16,43531 5738 10753 1 1
8528,1.2.0.0/16,2914 7029 63264 1 1
59965,1.2.0.0/16,1299 7029 63264 1 1
34270,1.2.0.0/16,32787 10753 1 1
59990,1.2.0.0/16,6939 13536 5738 10753 1 1
8553,1.2.0.0/16,6461 26114 1 1
134190,1.2.0.0/16,3491 3549 10753 1 1
31313,1.2.0.0/16,6939 13536 5738 10753 1 1
52215,1.2.0.0/16,786 286 25418 1 1
26498,1.2.0.0/16,33189 57 11537 1 1
781,1.2.0.0/16,2200 174 5738 10753 1 1
27806,1.2.0.0/16,3215 1299 7029 63264 1 1
53523,1.2.0.0/16,701 9498 10026 4657 12025 10753 1 1
2089,1.2.0.0/16,779 2200 174 5738 10753 1 1
198773,1.2.0.0/16,1680 20640 25418 1 1
5978,1.2.0.0/16,768 668 6939 13536 5738 10753 1 1
31668,1.2.0.0/16,8437 3356 10753 1 1
263127,1.2.0.0/16,3549 10753 1 1
5957,1.2.0.0/16,768 668 6939 13536 5738 10753 1 1
131204,1.2.0.0/16,1221 2764 32787 10753 1 1
28327,1.2.0.0/16,6939 13536 5738 10753 1 1
25969,1.2.0.0/16,2828 10753 1 1
51689,1.2.0.0/16,9050 286 25418 1 1
252,1.2.0.0/16,768 668 6939 13536 5738 10753 1 1
51555,1.2.0.0/16,3356 10753 1 1
121,1.2.0.0/16,768 668 6939 13536 5738 10753 1 1
34,1.2.0.0/16,174 5738 10753 1 1
51471,1.2.0.0/16,8732 20640 25418 1 1
25739,1.2.0.0/16,209 12025 10753 1 1
22,1.2.0.0/16,768 668 6939 13536 5738 10753 1 1
18077,1.2.0.0/16,6939 13536 5738 10753 1 1
43785,1.2.0.0/16,31359 3216 2914 7029 63264 1 1
198096,1.2.0.0/16,766 2914 7029 63264 1 1
7366,1.2.0.0/16,1299 7029 63264 1 1
7340,1.2.0.0/16,16814 3356 10753 1 1
264525,1.2.0.0/16,3549 10753 1 1
33072,1.2.0.0/16,766 2914 7029 63264 1 1
29475,1.2.0.0/16,6768 16265 32787 10753 1 1
132349,1.2.0.0/16,4755 10026 4657 12025 10753 1 1
55201,1.2.0.0/16,11766 3549 10753 1 1
3764,1.2.0.0/16,3549 10753 1 1
3761,1.2.0.0/16,19271 3356 10753 1 1
55198,1.2.0.0/16,209 12025 10753 1 1
132355,1.2.0.0/16,7474 3549 10753 1 1
29481,1.2.0.0/16,766 2914 7029 63264 1 1
25572,1.2.0.0/16,766 2914 7029 63264 1 1
25285,1.2.0.0/16,12479 3549 10753 1 1
15630,1.2.0.0/16,766 2914 7029 63264 1 1
38758,1.2.0.0/16,20640 25418 1 1
13041,1.2.0.0/16,6939 13536 5738 10753 1 1
12386,1.2.0.0/16,12479 3549 10753 1 1
27085,1.2.0.0/16,27064 721 1299 7029 63264 1 1
134634,1.2.0.0/16,7713 32787 10753 1 1
31757,1.2.0.0/16,29930 3356 10753 1 1
27066,1.2.0.0/16,721 1299 7029 63264 1 1
47188,1.2.0.0/16,12880 6453 25418 1 1
201499,1.2.0.0/16,6939 13536 5738 10753 1 1
21480,1.2.0.0/16,3216 2914 7029 63264 1 1
201431,1.2.0.0/16,3216 2914 7029 63264 1 1
47120,1.2.0.0/16,3356 10753 1 1
18490,1.2.0.0/16,174 5738 10753 1 1
44207,1.2.0.0/16,6939 13536 5738 10753 1 1
198452,1.2.0.0/16,31027 20640 25418 1 1
44141,1.2.0.0/16,43531 5738 10753 1 1
44132,1.2.0.0/16,41168 12883 20640 25418 1 1
198443,1.2.0.0/16,719 6667 286 25418 1 1
17172,1.2.0.0/16,174 5738 10753 1 1
17096,1.2.0.0/16,2828 10753 1 1
34878,1.2.0.0/16,553 6461 26114 1 1
394937,1.2.0.0/16,3356 10753 1 1
9179,1.2.0.0/16,8282 32787 10753 1 1
60616,1.2.0.0/16,719 6667 286 25418 1 1
5617,1.2.0.0/16,6939 13536 5738 10753 1 1
262802,1.2.0.0/16,6939 13536 5738 10753 1 1
5629,1.2.0.0/16,29649 3549 10753 1 1
262814,1.2.0.0/16,18881 6762 4657 12025 10753 1 1
50296,1.2.0.0/16,719 6667 286 25418 1 1
16535,1.2.0.0/16,3356 10753 1 1
42252,1.2.0.0/16,16086 3549 10753 1 1
41701,1.2.0.0/16,16086 3549 10753 1 1
13948,1.2.0.0/16,7794 43531 5738 10753 1 1
39665,1.2.0.0/16,719 6667 286 25418 1 1
394332,1.2.0.0/16,22652 32787 10753 1 1
34273,1.2.0.0/16,719 6667 286 25418 1 1
8468,1.2.0.0/16,20640 25418 1 1
59905,1.2.0.0/16,43531 5738 10753 1 1
394247,1.2.0.0/16,14265 3549 10753 1 1
34188,1.2.0.0/16,719 6667 286 25418 1 1
54960,1.2.0.0/16,174 5738 10753 1 1
29240,1.2.0.0/16,16086 3549 10753 1 1
132117,1.2.0.0/16,38794 4651 6461 26114 1 1
29243,1.2.0.0/16,47605 3549 10753 1 1
25391,1.2.0.0/16,719 6667 286 25418 1 1
46571,1.2.0.0/16,3356 10753 1 1
46562,1.2.0.0/16,43531 5738 10753 1 1
200873,1.2.0.0/16,1267 20640 25418 1 1
46648,1.2.0.0/16,3356 10753 1 1
20931,1.2.0.0/16,719 6667 286 25418 1 1
200826,1.2.0.0/16,9009 286 25418 1 1
46515,1.2.0.0/16,14085 11537 1 1
20798,1.2.0.0/16,719 6667 286 25418 1 1
27455,1.2.0.0/16,209 12025 10753 1 1
52153,1.2.0.0/16,6939 13536 5738 10753 1 1
52156,1.2.0.0/16,20764 20640 25418 1 1
719,1.2.0.0/16,6667 286 25418 1 1
54390,1.2.0.0/16,715 3257 5738 10753 1 1
11890,1.2.0.0/16,286 25418 1 1
63327,1.2.0.0/16,549 43531 5738 10753 1 1
11893,1.2.0.0/16,715 3257 5738 10753 1 1
31902,1.2.0.0/16,2828 10753 1 1
57616,1.2.0.0/16,45017 9002 286 25418 1 1
263370,1.2.0.0/16,14868 6939 13536 5738 10753 1 1
6185,1.2.0.0/16,714 286 25418 1 1
133828,1.2.0.0/16,10217 20640 25418 1 1
